Subpopulation,X,Y,K,K StDev,N0,Natal Grounds,Migration Grounds,Genes Initialize,Class Vars,Mortality Out %,Mortality Out StDev,Mortality Back %,Mortality Back StDev,Mortality Eggs,Mortality Eggs StDev,Migration,Set Migration,Straying,GrowthTemperatureOut,GrowthTemperatureOutStDev,GrowDaysOut,GrowDaysOutStDev,GrowthTemperatureBack,GrowthTemperatureBackStDev,GrowDaysBack,GrowDaysBackStDev,Capture Probability Out,Capture Probability Back,Fitness_AA,Fitness_Aa,Fitness_aa,Fitness_BB,Fitness_Bb,Fitness_bb,Fitness_AABB,Fitness_AaBB,Fitness_aaBB,Fitness_AABb,Fitness_AaBb,Fitness_aaBb,Fitness_AAbb,Fitness_Aabb,Fitness_aabb
108,343589.6569,280961.0692,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,340031.3836,281868.4559,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,340461.0833,281614.4885,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,356516.2635,277135.3834,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,340171.7217,281084.1156,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,360324.4418,276454.5375,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,346454.0937,279457.3678,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,335407.11,282046.6982,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,342545.0819,280515.1395,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,358938.7888,276456.8663,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,363561.7063,274636.4613,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,358951.6423,275806.2675,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,342576.1773,280084.9479,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,353373.4122,277510.7095,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,354475.2459,276781.2559,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,356806.2255,276701.2762,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,353880.0048,277402.6072,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,339331.6083,280148.2843,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,340332.2352,280612.0644,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,346195.4667,279189.0719,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,356810.7188,276203.3114,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,342945.1027,279710.2226,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,346342.0517,279088.6499,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,346721.8081,278669.6766,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,340257.0938,280305.1292,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,345840.7703,279004.0443,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,344897.6613,279078.821,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,348898.0089,278230.9642,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,352299.8772,277339.1293,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,342567.85,279602.5277,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,348484.3001,278252.9206,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,362542.7842,274447.966,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,348043.2904,277847.1768,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,352929.5239,276980.1376,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,335682.1407,281063.4987,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,340427.0186,280082.0919,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,356402.1563,276058.9096,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,352238.8334,277139.1737,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,340207.4933,278874.3907,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,345362.6581,278833.8588,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,335187.1364,281310.7268,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,342297.5983,279471.3612,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,342528.1931,279321.8761,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,345706.402,278474.2496,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,344968.4027,278813.5633,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,344795.3738,278666.1277,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,344684.7126,278242.1754,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,357115.9138,274850.4022,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,358553.1605,274473.1476,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,346456.6951,277367.6993,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,346698.2997,278235.3807,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,342529.7302,279197.6571,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,335524.3251,280747.5099,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,336243.9792,280414.0051,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,342229.0791,278015.1826,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,357490.6736,274969.0403,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,353961.6786,276176.4668,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,361986.3261,273885.2035,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,354942.0988,275216.1095,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,350200.3166,276044.636,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,361058.934,274779.7045,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,351363.6735,276684.6477,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,342744.6508,278332.7367,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,346975.6604,276947.7164,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,347625.5141,277437.4081,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,363038.8914,273392.3675,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,339153.0764,279291.3115,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,336518.0247,279905.1418,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,336682.3977,279828.0486,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,361501.2842,273733.481,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,339150.1393,278805.5455,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,336944.8997,279306.5049,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,357640.6662,274492.2134,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,340720.1438,278199.1911,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,361769.2143,273524.1884,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,362014.6393,272934.1018,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,357272.3815,274084.2121,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,348253.1469,275286.8633,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,363122.1583,272793.7926,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,352117.6548,275206.1966,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,362283.0931,272695.159,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,355907.3667,273493.1192,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,360276.9797,273536.1704,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,338709.0488,278483.0894,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,337222.834,278780.9246,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,351895.8391,275209.7066,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,351267.638,275330.5384,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,339256.5001,278266.7993,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,337425.0484,278703.7562,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,345555.1448,276175.6915,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,339335.1615,277909.9222,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,349553.8897,275526.6337,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,336750.6883,278710.7091,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,346152.7663,276287.895,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,356581.5261,273078.5326,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,337968.1197,278416.587,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,346637.7281,276239.3833,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,354711.6286,274181.1517,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,355384.5089,273610.4767,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,336815.0099,278032.5455,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,340956.6408,277297.3632,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,352208.4692,274565.3081,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,343135.5614,276810.7392,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,361908.7482,271910.5662,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,337969.2467,276929.3042,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,342327.6948,276728.0079,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,340363.9016,277595.2472,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,349770.5138,274711.7161,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,339779.8479,277660.6333,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,335336.2112,277925.0963,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,339311.3771,277778.0392,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,339980.0768,277373.1723,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,345091.4364,276011.0463,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,341527.109,276761.6271,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,341874.7527,276738.454,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,352054.6565,274281.0978,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,352078.7232,273241.0705,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
