Subpopulation,X,Y,K,K StDev,N0,Natal Grounds,Migration Grounds,Genes Initialize,Class Vars,Mortality Out %,Mortality Out StDev,Mortality Back %,Mortality Back StDev,Mortality Eggs,Mortality Eggs StDev,Migration,Set Migration,Straying,GrowthTemperatureOut,GrowthTemperatureOutStDev,GrowDaysOut,GrowDaysOutStDev,GrowthTemperatureBack,GrowthTemperatureBackStDev,GrowDaysBack,GrowDaysBackStDev,Capture Probability Out,Capture Probability Back,Fitness_AA,Fitness_Aa,Fitness_aa,Fitness_BB,Fitness_Bb,Fitness_bb,Fitness_AABB,Fitness_AaBB,Fitness_aaBB,Fitness_AABb,Fitness_AaBb,Fitness_aaBb,Fitness_AAbb,Fitness_Aabb,Fitness_aabb
225,345465.6767,275836.5759,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,341594.4823,275491.5632,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,345300.8037,274568.7439,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,344955.8176,275752.6062,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,340544.2,276400.3839,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,350067.0708,274164.7965,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,336345.7509,277554.9634,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,361144.9699,270707.0779,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,362476.7683,270681.0077,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,347111.6823,274570.5455,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,360545.7336,270952.8837,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,336493.1843,277071.062,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,359772.2228,271732.5485,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,357141.8007,272172.8143,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,349229.0223,273896.6415,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,353978.2141,272611.1501,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,356875.2164,272239.3074,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,355950.4678,272272.1059,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,357084.4608,271742.8535,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,357511.154,271614.7061,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,346151.8832,273815.6151,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,346991.5607,274167.7428,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,343883.3917,274324.4179,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,348771.5898,273292.1259,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,336219.6672,276548.9367,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,335947.1906,275697.6461,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,353149.4127,273063.0332,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,353687.6375,271658.9789,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,335864.7524,276486.2431,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,354037.0713,271527.5178,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,359553.7587,269684.6344,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,360537.9816,269654.6811,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,351618.0276,272363.0409,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,352602.8002,270982.2678,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,349456.7882,272121.7683,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,357484.5802,271019.9035,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,337892.3413,275579.6965,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,357788.9945,270648.8429,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,341561.6444,274512.0647,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,337657.9582,275455.533,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,348487.6866,272854.3889,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,357657.2279,270558.1546,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,348681.2038,272418.0885,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,357308.0112,270462.4414,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,339990.7583,274690.9802,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,362604.1635,268715.912,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,355700.2224,268993.1049,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,341568.9482,274050.7334,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,345342.0212,273440.3604,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,342093.9699,273829.2626,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,345468.0487,273338.5848,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,344984.6757,272835.9809,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,354512.7241,270152.7609,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,340107.4151,274519.8899,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,340116.5948,274279.4767,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,362001.6003,269066.4466,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,343605.6716,273586.1139,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,344117.5587,272448.7333,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,353707.7991,270327.9694,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,340365.809,274034.4464,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,339697.6554,274107.5639,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,360765.0528,269000.2822,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,361468.8731,268828.1658,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,341014.7045,273631.5288,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,341737.675,273628.0891,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,347634.8475,272199.3257,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,348257.1405,271815.7673,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,360152.6758,268974.7094,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,340343.3877,273922.9912,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,342348.4057,272374.59,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,362397.5421,267958.2787,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,350767.1312,270295.7228,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,360034.3065,268096.6392,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,336101.5958,274283.7701,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,358559.4087,269010.8131,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,337033.0692,274254.2062,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,348637.858,270860.2808,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,344980.3535,271995.4629,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,344309.2297,271898.3422,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,348036.0265,271064.4629,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,357977.7332,268578.709,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,362587.5668,267447.8518,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,353710.7501,269240.5462,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,343595.2754,271810.2774,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,362469.0183,267172.2165,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,353321.5454,269150.8473,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,358856.2546,268162.0951,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,352334.6269,269780.1901,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,357898.9922,267470.0061,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,347762.3852,270340.4473,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,338831.1133,272609.0778,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,343201.8727,271384.0664,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,343689.4084,271457.0524,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,338940.7017,272575.0769,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,359441.1264,267408.6705,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,338854.5593,271689.3542,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,350134.4611,269544.3623,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,353737.8019,268687.8171,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,359473.7955,266819.7821,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,355138.8497,267330.7455,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,352688.5274,268485.7745,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,342797.8276,270535.8532,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,350316.1108,268980.4233,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,353717.4266,268416.7624,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,347691.0866,269915.1131,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,344205.6013,269944.5126,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,347778.6219,269789.6249,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,337942.2685,271530.0349,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,337023.536,271735.0239,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,353822.6398,267656.8592,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,346971.5838,269742.6112,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,347861.7587,269305.5785,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,361399.4086,266156.7966,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,350150.4961,268694.4329,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,359621.8155,266352.535,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,350122.5344,268052.5698,100,0,100,1,0,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,359203.6937,265958.2718,100,0,100,0,1,EF_random.csv,Classvars_BKT.csv,0,0,0,0,0,0,0,N,1,13,0.5,250,10,4,0.5,115,10,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
